X,Y,FID,Plant_Name,Owner,Operator,City,State,County,ZipCode,Period,Cap_MMcfd,Plant_Flow,BTU_Conten,Dry_Stor,NGL_Stor,Longitude,Latitude,Source
-102.54368,48.87366,244,Lignite Natural Gas Processing Plant,ONEOK,ONEOK,Lignite,ND,Burke,58752,2017,10,7,1293,0,8571,-102.54368,48.87366,"EIA-757, Natural Gas Processing Plant Survey"
-103.87405,40.68488,245,Lilli Gas Processing Facility,Noble Energy,Noble Midstream Services,New Raymer,CO,Weld,80742,2017,18,18,1400,0,2572,-103.87405,40.68488,"EIA-757, Natural Gas Processing Plant Survey"
-103.28623,32.69393,246,Linam Ranch,"DCP Operating Company, LP","DCP Operating Company, LP",Hobbs,NM,Lea,88240,2017,225,164,1241,0,1400,-103.28623,32.69393,"EIA-757, Natural Gas Processing Plant Survey"
-92.85614,32.57471,247,Lincoln Parish Plant,ETC PennTex LLC, ,Arcadia,LA,Lincoln,71001,2017,200,150,1082,0,8500,-92.85614,32.57471,"EIA-757, Natural Gas Processing Plant Survey"
-103.09801,47.29694,248,Little Knife Gas Plant,Petro Hunt LLC,Petro Hunt LLC,Killdeer,ND,Billings,58640,2017,25,17,1400,0,12530,-103.09801,47.29694,"EIA-757, Natural Gas Processing Plant Survey"
-103.50696,31.75106,249,Lobo I Plant, ,Delaware G&P LLC, ,TX,Loving, ,2017,35,22,1220,0,0,-103.50696,31.75106,"EIA-757, Natural Gas Processing Plant Survey"
-103.50696,31.75106,250,Lobo II Plant,Delaware Processing LLC,Delaware Processing LLC,Mentone,TX,Loving,79754,2017,135,110,1300,0,700,-103.50696,31.75106,"EIA-757, Natural Gas Processing Plant Survey"
-120.43286,34.72234,251,Lompoc Oil & Gas Plant,Freeport-McMoRan Oil & Gas - 100%,Freeport-McMoRan Oil & Gas,Lompoc,CA,Santa Barbara,93436,2017,15,3,1176,0,2140,-120.43286,34.72234,"EIA-757, Natural Gas Processing Plant Survey"
-98.31222,32.66139,252,Lone Camp,Enbridge G&P North Texas L.P,"Enbridge G & P (North Texas), L.P.",Gordon,TX,Palo Pinto,76453,2017,40,30,1250,0,714,-98.31222,32.66139,"EIA-757, Natural Gas Processing Plant Survey"
-97.84995,28.56216,253,Lone Star Plant,Southcross Energy GP LLC,"FL Rich Gas Services, LP",Tuleta,TX,Bee,78162,2017,300,130,1278,0,760,-97.84995,28.56216,"EIA-757, Natural Gas Processing Plant Survey"
-103.26307,47.69341,254,Lonesome Creek Natural Gas Processing Plant,ONEOK,ONEOK,Alexander,ND,McKenzie,58831,2017,200,173,1405,0,8571,-103.26307,47.69341,"EIA-757, Natural Gas Processing Plant Survey"
-98.49361,33.80583,255,Longhorn Gas Plant,Enerfin Resources Company,Enerfin Resources II-92 LP,Wichita Falls,TX,Archer,76310,2017,2,1,1333,0,950,-98.49361,33.80583,"EIA-757, Natural Gas Processing Plant Survey"
-97.52678,33.31093,256,Longhorn Gas Plant,Targa Gas Processing LLC,Targa Gas Processing LLC,Decatur,TX,Wise,76234,2017,200,127,1157,0,0,-97.52678,33.31093,"EIA-757, Natural Gas Processing Plant Survey"
-94.86806,32.50361,257,Longview,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,Longview,TX,Gregg,75603,2017,125,110,1080,0,1000,-94.86806,32.50361,"EIA-757, Natural Gas Processing Plant Survey"
-94.86806,32.50361,258,Longview Gas Plant,American Midstream, ,Longview,TX,Gregg,75604,2017,50,16,1270,0,7850,-94.86806,32.50361,"EIA-757, Natural Gas Processing Plant Survey"
-107.60222,43.27993,259,Lost Cabin Gas Plant,ConocoPhillips Company (Burlington Resources),ConocoPhillips,Lysite,WY,Fremont,82642,2017,265,211,984,0,0,-107.60222,43.27993,"EIA-757, Natural Gas Processing Plant Survey"
-103.35693,31.90058,260,Loving Plant,Targa Delaware LLC,Targa Delaware LLC,Loving,TX,Loving,79745,2017,70,40,1210,0,1400,-103.35693,31.90058,"EIA-757, Natural Gas Processing Plant Survey"
-92.77568,30.00797,261,Lowry Gas Plant,Targa Resources,Targa Resources,Lake Arthur,LA,Cameron,70549,2017,220,1,1065,0,0,-92.77568,30.00797,"EIA-757, Natural Gas Processing Plant Survey"
-104.66417,40.45722,262,Lucerne,"DCP Operating Company, LP","DCP Operating Company, LP",Greeley,CO,Weld,80631,2017,36,36,1175,0,3272,-104.66417,40.45722,"EIA-757, Natural Gas Processing Plant Survey"
-104.66417,40.45722,263,Lucerne II,"DCP Operating Company, LP","DCP Operating Company, LP",Greeley,CO,Weld,80631,2017,225,225,1175,0,0,-104.66417,40.45722,"EIA-757, Natural Gas Processing Plant Survey"
-87.42206,31.45901,264,Lufkin Plant, ,Hilcorp Energy Co.,Frisco City,AL,Monroe,36445,2017,3,1,1100,0,952,-87.42206,31.45901,"EIA-757, Natural Gas Processing Plant Survey"
-96.5889,34.0845,265,Madill Gas Plant,"Madill Gas Processing Company, Llc",Carrera Operating Company,Madill,OK,Marshall,73446,2017,50,40,1200,0,3800,-96.5889,34.0845,"EIA-757, Natural Gas Processing Plant Survey"
-80.52056,39.96361,266,Majorsville Plant,MarkWest Liberty Midstream & Resource,MarkWest Liberty Midstream & Resources,Dallas,WV,Marshall,26036,2017,1070,902,1241,0,0,-80.52056,39.96361,"EIA-757, Natural Gas Processing Plant Survey"
-103.77194,32.81389,267,Maljamar Gas Plant,AKA - Frontier Field Services,Frontier Field Services,Maljamar,NM,Lea,88264,2017,150,85,1200,0,1143,-103.77194,32.81389,"EIA-757, Natural Gas Processing Plant Survey"
-85.09891,44.08532,268,Marion Gas Plant,Dart Oil & Gas Corporation,Dart Oil & Gas Corp,Marion,MI,Osceola,49665,2017,3,1,1194,0,607,-85.09891,44.08532,"EIA-757, Natural Gas Processing Plant Survey"
-96.06029,29.01754,269,Markham Gas Processing Plant,Williams Field Services-Gulf Coast Company LP,Williams Field Services-Gulf Coast Company LP,Markham,TX,Matagorda,77456,2017,550,225,1139,0,0,-96.06029,29.01754,"EIA-757, Natural Gas Processing Plant Survey"
-98.37376,33.32721,270,Markley Plant, ,"W. W. Sub, Inc.",Jermyn,TX,Jack & Young,76459,2017,1,1,0,0,500,-98.37376,33.32721,"EIA-757, Natural Gas Processing Plant Survey"
-81.32263,38.4875,271,Markwest Cobb Extraction,"Markwest Energy Partners, L.P.","Markwest Energy Partners, L.P.",Clendenin,WV,Kanawha,25045-0932,2017,35,24,1240,0,2950,-81.32263,38.4875,"EIA-757, Natural Gas Processing Plant Survey"
-98.3875,35.88897,272,Matli Plant,Kinder Morgan,Kinder Morgan,Watonga,OK,Blaine,73772,2017,25,5,1140,0,914,-98.3875,35.88897,"EIA-757, Natural Gas Processing Plant Survey"
-97.4416,34.81334,273,Maysville Natural Gas Processing,ONEOK,ONEOK,Maysville,OK,Garvin,73057-0846,2017,140,138,1313,0,8600,-97.4416,34.81334,"EIA-757, Natural Gas Processing Plant Survey"
-99.28509,35.68025,274,McClure,Enable Products LLC,Enable Products LLC,Butler,OK,Custer,73625,2017,215,200,1111,0,2620,-99.28509,35.68025,"EIA-757, Natural Gas Processing Plant Survey"
-119.63029,35.32284,275,McKittrick 17Z Plant,Chevron,Chevron,McKittrick,CA,Kern,93251,2017,80,24,1140,0,5714,-119.63029,35.32284,"EIA-757, Natural Gas Processing Plant Survey"
-100.54206,35.24047,276,McLean Plant,"Mclean Gas Processing Company, Lly",Carrera Operating Company,Mclean,TX,Gray,79057,2017,25,9,1200,0,300,-100.54206,35.24047,"EIA-757, Natural Gas Processing Plant Survey"
-98.4833,28.4458,277,McMullen, ,Houston Pipeline Co.,Tilden,TX,McMullen,78072,2017,5,4,1260,0,760,-98.4833,28.4458,"EIA-757, Natural Gas Processing Plant Survey"
-108.19309,40.10497,278,Meeker Gas Plant,"Enterprise Gas Processing, LLC","Enterprise Gas Processing, LLC",Rifle,CO,Rio Blanco,81650,2017,1800,955,1080,0,0,-108.19309,40.10497,"EIA-757, Natural Gas Processing Plant Survey"
-96.99814,36.04084,279,Mehan Gas Plant,Tag Petroleum Inc,Tag Petroleum Inc,Stillwater,OK,Payne,74076-1389,2017,1.5,0.65,1250,0,714,-96.99814,36.04084,"EIA-757, Natural Gas Processing Plant Survey"
-84.1854,44.52155,280,Mentor NGL plant,Merit Energy Company (100%),Merit Energy Company,Rose City,MI,Oscoda,48654-xxxx,2017,10,1,1130,0,715,-84.1854,44.52155,"EIA-757, Natural Gas Processing Plant Survey"
-95.18602,30.56603,281,Mercy Gas Plant,Forest Oil Corporation 100%,Forest Oil Corporation,Near Cleveland,TX,San Jacinto, ,2017,4,2,0,0,1000,-95.18602,30.56603,"EIA-757, Natural Gas Processing Plant Survey"
-100.90693,31.18414,282,Mertzon Plant,Targa Resources, ,Mertzon,TX,Irion,76941,2017,52,49,1239,0,7658,-100.90693,31.18414,"EIA-757, Natural Gas Processing Plant Survey"
-104.73603,40.26514,283,Mewbourne,"DCP Operating Company, LP","DCP Operating Company, LP",Platteville,CO,Weld,80651,2017,143,143,1175,0,120000,-104.73603,40.26514,"EIA-757, Natural Gas Processing Plant Survey"
-101.76751,31.64655,284,Midkiff Plant,Targa Resources,Targa Pipeline MC WestTex LLC,Midkiff,TX,Reagan,79755,2017,230,220,1290,0,833,-101.76751,31.64655,"EIA-757, Natural Gas Processing Plant Survey"
-102.19403,32.17797,285,Midmar East, ,Coronado Midstream LLC,Tarzan,TX,Martin,79783,2017,100,65,1300,0,2500,-102.19403,32.17797,"EIA-757, Natural Gas Processing Plant Survey"
-102.35568,32.16281,286,Midmar West, ,Coronado Midstream LLC,Andrews,TX,Andrews,79714,2017,65,41,1300,0,640,-102.35568,32.16281,"EIA-757, Natural Gas Processing Plant Survey"
-96.56744,35.76878,287,Milfay Plant,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),Stroud,OK,Creek,74079,2017,15,6,1169,0,950,-96.56744,35.76878,"EIA-757, Natural Gas Processing Plant Survey"
-97.86941,35.27546,288,Minco Plant,Superior Pipeline Company LLC,Superior Pipeline Company LLC,Tuttle,OK,Grady,73089,2017,18,6.7,1190,0,700,-97.86941,35.27546,"EIA-757, Natural Gas Processing Plant Survey"
-93.25914,32.78008,289,Minden Gas Plant,ETC Field Services LLC,ETC Field Services LLC,Minden,LA,Webster,71055,2017,115,59,1140,0,235,-93.25914,32.78008,"EIA-757, Natural Gas Processing Plant Survey"
-103.46528,31.5225,290,MiVida JV Processing Plant,ETC Field Services LLC,ETC Field Services LLC,Barstow,TX,Ward,79719,2017,200,190,1280,0,20000,-103.46528,31.5225,"EIA-757, Natural Gas Processing Plant Survey"
-88.17294,30.38953,291,Mobile Bay,"DCP Operating Company, LP","DCP Operating Company, LP",Coden,AL,Mobile,36523,2017,300,60,1090,0,70000,-88.17294,30.38953,"EIA-757, Natural Gas Processing Plant Survey"
-80.5583,39.5527,292,Mobley Plant,Markwest Liberty Midstream & Res, ,Smithfield,WV,Wetzel,26437,2017,920,886,1172.22,0,0,-80.5583,39.5527,"EIA-757, Natural Gas Processing Plant Survey"
-100.39655,36.89586,293,Mocane Station,ETC Field Services LLC,ETC Field Services LLC,Beaver,OK,Beaver,73932,2017,55,29,1200,0,714,-100.39655,36.89586,"EIA-757, Natural Gas Processing Plant Survey"
-83.95389,43.62672,294,Monitor 11,"Breitburn Operating, L.P.","Breitburn Operating, L.P.",Bay City,MI,Bay,48706,2017,0,0,0,0,1332,-83.95389,43.62672,"EIA-757, Natural Gas Processing Plant Survey"
-87.31064,31.47527,295,Monroeville Plant,Palmer Petroleum Inc,Palmer Petroleum Inc,Monroeville,AL,Monroe,36460,2017,2,0,1300,0,2142,-87.31064,31.47527,"EIA-757, Natural Gas Processing Plant Survey"
-103.31194,32.61028,296,Monument Plant,Targa Midstream Services LLC,"Targa Midstream Services, LLC",Monument,NM,Lea,88265,2017,85,81,1265,0,5357,-103.31194,32.61028,"EIA-757, Natural Gas Processing Plant Survey"
-99.15753,36.43792,297,Mooreland Plant,"DCP Operating Company, LP","DCP Operating Company, LP",Mooreland,OK,Woodward,73852,2017,130,80,1180,0,4117,-99.15753,36.43792,"EIA-757, Natural Gas Processing Plant Survey"
-102.74105,38.88652,298,Mount Pearl Gas Plant, ,Citation Oil & Gas Corp.,Kit Carson,CO,Cheyenne,80825,2017,1,1,1227,0,1429,-102.74105,38.88652,"EIA-757, Natural Gas Processing Plant Survey"
-92.684,32.57682,299,Mt. Olive Plant,ETC PennTex LLC, ,Ruston,LA,Lincoln,71270,2017,200,150,1082,0,8500,-92.684,32.57682,"EIA-757, Natural Gas Processing Plant Survey"
-97.7645,35.30731,300,Mustang,"DCP Operating Company, LP","DCP Operating Company, LP",Tuttle,OK,Grady,73089,2017,34,25,1160,0,1100,-97.7645,35.30731,"EIA-757, Natural Gas Processing Plant Survey"
-98.0587,36.60893,301,Nash,"SemGas, LP","SemGas, LP",Nash,OK,Grant,73761-5073,2017,40,0,0,0,0,-98.0587,36.60893,"EIA-757, Natural Gas Processing Plant Survey"
-100.76298,37.15921,302,National Helium Plant,"DCP Operating Company, LP","DCP Operating Company, LP",Liberal,KS,Seward,67901-2079,2017,620,340,1080,0,4000,-100.76298,37.15921,"EIA-757, Natural Gas Processing Plant Survey"
-80.86233,39.75989,303,Natrium Extraction and Fractionation Plant,"Blue Racer Midstream, LLC","Blue Racer Midstream, LLC",Proctor,WV,Marshall,26055,2017,450,424,1217,0,150100,-80.86233,39.75989,"EIA-757, Natural Gas Processing Plant Survey"
-93.46947,30.77214,304,Neale,Texas Petroleum Investment Company, ,Merryville,LA,Beauregard,70653,2017,5,3,1072,0,1143,-93.46947,30.77214,"EIA-757, Natural Gas Processing Plant Survey"
-91.44561,29.73397,305,Neptune Gas Plant,Enterprise Gas Processing LLC,Enterprise Gas Processing LLC,Centerville,LA,St. Mary,70522,2017,650,536,1153,0,0,-91.44561,29.73397,"EIA-757, Natural Gas Processing Plant Survey"
-103.04125,48.36457,306,Nesson Plant,Nesson Gathering System LLC,Nesson Gathering System LLC,Tioga,ND,Williams,58852,2017,35,26.397,1340,0,10119,-103.04125,48.36457,"EIA-757, Natural Gas Processing Plant Survey"
-95.18893,33.02957,307,New Hope,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,Scroggins,TX,Franklin,75163,2017,10,6,1054,0,4000,-95.18893,33.02957,"EIA-757, Natural Gas Processing Plant Survey"
-104.55599,43.63773,308,Newcastle Complex,"Western Gas Partners, LP","Western Gas Partners, LP",Newcastle,WY,Weston,82710,2017,3,2,1550,0,4005,-104.55599,43.63773,"EIA-757, Natural Gas Processing Plant Survey"
-99.30343,35.9409,309,Nine Mile Gas Plant,"Enbridge G&P (Oklahoma), L.P.","Enbridge G & P (Oklahoma), L.P.",Leedy,OK,Dewey,73654-9712,2017,30,30,1143,0,0,-99.30343,35.9409,"EIA-757, Natural Gas Processing Plant Survey"
-102.92196,48.69187,310,Norse Gas Plant,Kinder Morgan,Kinder Morgan,McGregor,ND,Divide,58755,2017,25,22,1437,0,6123,-102.92196,48.69187,"EIA-757, Natural Gas Processing Plant Survey"
-86.78352,31.31518,311,North Beach Plant,"Plains Gas Solutions, LLC", ,Evergreen,AL,Conecuha,36401,2017,10,0,0,0,2000,-86.78352,31.31518,"EIA-757, Natural Gas Processing Plant Survey"
-90.92866,29.62577,312,North Terrebonne Plant,Enterprise Gas Processing LLC,Enterprise Gas Processing LLC,Gibson,LA,Terrebonne,70356,2017,1100,650,1100,0,2000,-90.92866,29.62577,"EIA-757, Natural Gas Processing Plant Survey"
-96.2289,34.85257,313,Northridge Plant, ,"Enlink Midstream Services, LLC",Calvin,OK,Hughes,74531,2017,200,56,1134,0,5714,-96.2289,34.85257,"EIA-757, Natural Gas Processing Plant Survey"
-104.58667,40.35291,314,O`Connor,"DCP Operating Company, LP","DCP Operating Company, LP",Kersey,CO,Weld,80644,2017,155,153,1300,0,2300,-104.58667,40.35291,"EIA-757, Natural Gas Processing Plant Survey"
-80.69897,39.87685,315,Oak Grove,Williams Partners LP,Williams Partners LP,Moundsville,WV,Marshall,56041,2017,200,75,1212,0,3213,-80.69897,39.87685,"EIA-757, Natural Gas Processing Plant Survey"
-98.08591,35.73434,316,Okarche,"DCP Operating Company, LP","DCP Operating Company, LP",Okarche,OK,Kingfisher,73762-9628,2017,165,150,1165,0,3095,-98.08591,35.73434,"EIA-757, Natural Gas Processing Plant Survey"
-95.74768,29.04718,317,Old Ocean Gas Plant,Arrowhead Pipeline L.P,Harvest Pipeline Company,Sweeny,TX,Brazoria,77480,2017,140,65,1100,0,7500,-95.74768,29.04718,"EIA-757, Natural Gas Processing Plant Survey"
-110.34384,41.77737,318,Opal Gas Plant,Williams,"Williams Midstream Services, LLC",Opal,WY,Lincoln,83124,2017,1100,660,0,0,37000,-110.34384,41.77737,"EIA-757, Natural Gas Processing Plant Survey"
-108.90337,44.34172,319,Oregon Basin Gas Plant,Merit Energy Company,Marathon Oil Company,Cody,WY,Park,82414,2017,6,5.6,928.4,0,952,-108.90337,44.34172,"EIA-757, Natural Gas Processing Plant Survey"
-103.89649,31.81067,320,Orla Plant,"ETC Texas Pipeline, Ltd.","ETC Texas Pipeline, Ltd.",Orla,TX,Reeves,79770,2017,210,160,1220,0,1350,-103.89649,31.81067,"EIA-757, Natural Gas Processing Plant Survey"
-96.11631,36.68032,321,Osage Hills Gas Plant,"Osage Hills Pipeline Company, LLC",Alex Gas Systems,Barnsdall,OK,Osage,74002,2017,5,3,0,0,500,-96.11631,36.68032,"EIA-757, Natural Gas Processing Plant Survey"
-100.62102,35.78808,322,Osborne Plant,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,Miami,TX,Roberts,75059,2017,25,0,0,0,476,-100.62102,35.78808,"EIA-757, Natural Gas Processing Plant Survey"
-101.21771,30.68246,323,Ozona,Chevron,Chevron,Ozona,TX,Crockett,76943,2017,32,9,1290,0,648,-101.21771,30.68246,"EIA-757, Natural Gas Processing Plant Survey"
-101.21771,30.68246,324,Ozona Gas Processing Plant,"DCP Operating Company, LP","DCP Operating Company, LP",Ozona,TX,Crockett,76943-1029,2017,120,85,1160,0,15833,-101.21771,30.68246,"EIA-757, Natural Gas Processing Plant Survey"
-96.5491,35.55356,325,Paden Plant,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),Paden,OK,Okfuskee,74860,2017,90,50,1235,0,1550,-96.5491,35.55356,"EIA-757, Natural Gas Processing Plant Survey"
-110.85623,41.31806,326,Painter,Merit Energy Company,Merit Energy Company,Evanston,WY,Uinta,82931,2017,270,185,730,0,13000,-110.85623,41.31806,"EIA-757, Natural Gas Processing Plant Survey"
-101.41019,35.70127,327,Panhandle Superplant,"DCP Operating Company, LP","DCP Operating Company, LP",Borger,TX,Hutchinson County,79007,2017,515,275,1217,0,31142,-101.41019,35.70127,"EIA-757, Natural Gas Processing Plant Survey"
-94.25724,32.18278,328,Panola,"Enable Midstream Partners, LP","Enable Texola G&P, LLC",Carthage,TX,Panola,75633,2017,100,75,1110,0,1000,-94.25724,32.18278,"EIA-757, Natural Gas Processing Plant Survey"
-94.26639,32.19111,329,Panola II Processing Plant,BTA Gas Processing LLC,BTA Gas Processing LLC,Carthage,TX,Panola,75633,2017,120,60,1117,0,267,-94.26639,32.19111,"EIA-757, Natural Gas Processing Plant Survey"
-99.20645,35.51503,330,Panther Creek Natural Gas Processing,ONEOK,ONEOK,Canute,OK,Custer,73626,2017,75,75,1120,0,875,-99.20645,35.51503,"EIA-757, Natural Gas Processing Plant Survey"
-102.1933,31.64152,331,Panther Plant,La Grange Acquisition LP,Energy Transfer Company,Rankin,TX,Upton,79778,2017,210,185,1326,0,0,-102.1933,31.64152,"EIA-757, Natural Gas Processing Plant Survey"
-108.11081,39.48787,332,Parachute Creek Gas Plants,Williams,Williams,Parachute,CO,Garfield,81635,2017,1000,545,1073,0,16000,-108.11081,39.48787,"EIA-757, Natural Gas Processing Plant Survey"
-88.49639,30.3825,333,Pascagoula Gas Processing Plant,Enterprise Gas Processing LLC,Enterprise Gas Processing LLC, ,MS,Jackson,39567,2017,750,400,1200,0,1340,-88.49639,30.3825,"EIA-757, Natural Gas Processing Plant Survey"
-108.5101,41.59022,334,Patrick Draw Gas Plant,"Mountain Gas Resources, LLC",Anadarko Petroleum,Rock Springs,WY,Sweetwater,82901,2017,120,70,1165,0,24500,-108.5101,41.59022,"EIA-757, Natural Gas Processing Plant Survey"
-91.34056,29.72611,335,Patterson II Plant,"Plains Gas Solutions, LLC","Plains Gas Solutions, LLC",Patterson,LA,St. Mary,70392,2017,170,134,1097,0,150,-91.34056,29.72611,"EIA-757, Natural Gas Processing Plant Survey"
-103.52665,31.49826,336,Pecos Bend Gas Processing Plant,"Caprock Midstream, LLC","Caprock Permian Processing, LLC",Pecos,TX,Reeves,79772,2017,153,30,1386,0,437,-103.52665,31.49826,"EIA-757, Natural Gas Processing Plant Survey"
-104.26937,32.77049,337,Pecos Diamond,"DCP Operating Company, LP","DCP Operating Company, LP",Artesia,NM,Eddy,88210,2017,40,0,0,0,0,-104.26937,32.77049,"EIA-757, Natural Gas Processing Plant Survey"
