Queue Number,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim Interconnection Service Agreement,Interim/Interconnection Service Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Queue Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Revised In Service Date,Actual In Service Date,Attachment Type,Alternate Queue,Sliding Queue
A56,Pedricktown 230kV,,NJ,Salem,Withdrawn,AEC,500,500,500,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/a56_fea.pdf,Document Posted,,,,,N/A,,N/A,,,N/A,N/A,,3/8/1999,N/A,N/A,,8/17/1999,,,,,N,No,
A57,Edgemoor,Unit 1,PA,Dauphin,Withdrawn,AEC,500,30,30,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/a57_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/a57_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,3/8/1999,N/A,N/A,,7/27/2000,,10/31/2001,,,N,No,
A58,Hawkins Gate / Oak Grove 230kV,,MD,Prince George's,Withdrawn,PEPCO,450,450,450,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/a58_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,3/29/1999,N/A,N/A,,8/28/1999,,,,,N,No,
A59,Emilie,Ford Mill,PA,Bucks,In Service,PECO,1145,540,540,540,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/a59_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/a59_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/a59_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/a59_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,8/1/2003,4/1/1999,N/A,N/A,1/21/2004,,,5/27/2004,,5/27/2004,N,No,
A59_W00,Springdale 138 kV,Springdale 1 & 2,PA,Allegheny,In Service,APS,88,88,88,88,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/a59_w00_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/a59_w00_imp.pdf,Document Posted,,Not Required,N/A,,N/A,,,N/A,N/A,,1/1/1999,N/A,N/A,,,,12/1/2000,,12/1/2000,N,No,
A60,Hunterstown 500 kV,,PA,Adams,Withdrawn,ME,679,679,679,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/a60_fea.pdf,Document Posted,,,,,N/A,,N/A,,,N/A,N/A,,4/8/1999,N/A,N/A,,,,,,,N,No,
A61,Hawkins Gate / Oak Grove 230kV,,DE,New Castle,Withdrawn,PEPCO,450,450,450,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/a61_fea.pdf,Document Posted,,,,,N/A,,N/A,,,N/A,N/A,,3/30/1999,N/A,N/A,,,,,,,N,No,
B01,Dickerson,,MD,Montgomery,Withdrawn,PEPCO,398,398,398,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b01_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b01_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b01_fac.pdf,Document Posted,,Withdrawn,N/A,,,N/A,N/A,,4/29/1999,N/A,N/A,,7/22/2002,,,,,N,No,
B02,Morgantown,Morgantown Units 1 & 2,MD,Charles,In Service,PEPCO,80,80,80,80,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b02_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b02_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b02_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/30/1999,N/A,N/A,,,,3/17/2001,,3/17/2001,N,No,
B03,Hosensack 500kV,Bethlehem,PA,Northampton,In Service,PPL,750,750,750,788,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b03_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b03_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b03_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b03_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/30/1999,N/A,N/A,,,,1/28/2003,,1/28/2003,N,No,
B04,Oyster Creek,,NJ,Ocean,Withdrawn,JCPL,800,800,800,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b04_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/30/1999,N/A,N/A,,,,,,,N,No,
B05,Wayne-Homer City 345kV,,PA,Indiana,In Service,PENELEC,265,265,250,265,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b05_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b05_imp2.pdf,Interim Study,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b05_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,4/30/1999,N/A,N/A,,,,1/1/2002,,1/1/2002,N,No,
B06,Wayne-Homer City 345kV,,PA,Indiana,Withdrawn,PENELEC,525,525,525,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b06_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,5/10/1999,N/A,N/A,,,,,,,N,No,
B07,Keystone 500kV,,PA,Armstrong,Withdrawn,PENELEC,300,300,300,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b07_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,5/10/1999,N/A,N/A,,,,,,,N,No,
B08,Friedensburg 69kV,,PA,Berks,Withdrawn,ME,5,5,5,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b08_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b08_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,6/9/1999,N/A,N/A,,,,,,,N,No,
B09A,Burlington 138kV,Burlington,NJ,Burlington,In Service,PSEG,168,168,168,168,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b09a_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b09a_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b09a_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b09a_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,6/10/1999,N/A,N/A,,,,7/22/2000,,7/22/2000,N,No,
B09b,Burlington 138kV,,NJ,Burlington,Withdrawn,PSEG,336,336,336,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b09b_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b09b_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,6/10/1999,N/A,N/A,,,,,,,N,No,
B10,Keystone 500kV,,PA,Armstrong,Withdrawn,PENELEC,600,600,600,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b10_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b10_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,6/10/1999,N/A,N/A,,,,,,,N,No,
B12,Limerick 230kV,,PA,Montgomery,Withdrawn,PECO,500,500,500,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b12_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b12_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b12_fac.pdf,Document Posted,,Withdrawn,N/A,,,N/A,N/A,,6/14/1999,N/A,N/A,,6/13/2002,,,,,N,No,
B12_W01,South Bend 500 kV,South Bend CT1 - CT4,PA,Armstrong,In Service,APS,600,600,600,600,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b12_w01_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b12_w01_imp.pdf,Document Posted,,Not Required,N/A,,N/A,,,N/A,N/A,,1/1/1999,N/A,N/A,,,,3/1/2002,,3/1/2002,N,No,
B12_W02,Oak Grove 138 kV,Oak Grove CT1 & CT2,WV,Pleasants,In Service,APS,300,300,300,300,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b12_w01_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b12_w02_imp.pdf,Document Posted,,Not Required,N/A,,N/A,,,N/A,N/A,,1/1/1999,N/A,N/A,,,,10/1/2002,,10/1/2002,N,No,
B13,Lakewood 230kV,,NJ,Ocean,Withdrawn,JCPL,9,9,9,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b13_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,7/2/1999,N/A,N/A,,,,,,,N,No,
B14,Arnold 115kV,Arnold (Green Mountain) WF,PA,Somerset,In Service,PENELEC,10.4,10.4,2.08,10.4,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b14_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b14_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b14_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/6/1999,N/A,N/A,,,,1/1/1999,,8/13/2004,N,No,
B15,Morgantown/Oak Grove 230kV,,MD,Charles,Withdrawn,PEPCO,550,550,550,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b15_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b15_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b15_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b15_isa.pdf,Document Posted,N/A,,,N/A,N/A,,7/12/1999,N/A,N/A,,10/2/2002,,6/1/2003,,,N,No,
B16,Morgantown/Oak Grove 230kV,,MD,Charles,Withdrawn,PEPCO,550,550,550,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b16_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b16_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b16_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b16_isa.pdf,Document Posted,N/A,,,N/A,N/A,,7/12/1999,N/A,N/A,,10/2/2002,,6/1/2004,,,N,No,
B17,Jerseyville 34.5kV,Statoil,NJ,Monmouth,Withdrawn,JCPL,2.1,2.1,,0,Energy,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b17_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b17_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b17_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/17/1999,N/A,N/A,,1/26/2021,,1/1/1999,,,N,No,
B18,Limerick-Cromby 230kV,,PA,Chester,Withdrawn,PECO,750,750,750,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b18_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,7/23/1999,N/A,N/A,,,,,,,N,No,
B18_W03,Springdale 138 kV,"Springdale CT3, CT4, ST5",PA,Allegheny,In Service,APS,525,525,525,509,Capacity,Generation Interconnection,Natural Gas,,,N/A,,Not Required,https://www.pjm.com/pub/planning/project-queues/impact_studies/b18_w03_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b18_w03_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,1/1/1999,N/A,N/A,,,,8/1/2003,,8/1/2003,N,No,
B19,Melrose 34.5kV,Middlesex Sewer,NJ,Middlesex,In Service,JCPL,20,20,20,20,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b19_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b19_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b19_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/30/1999,N/A,N/A,,,,4/6/2001,,4/6/2001,N,No,
B20,Elm St. 115kV,,PA,Warren,Withdrawn,PENELEC,70,70,70,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b20_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,8/7/1999,N/A,N/A,,10/23/2000,,,,,N,No,
B21,South Reading 500kV,,PA,Berks,Withdrawn,ME,925,925,925,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b21_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,8/9/1999,N/A,N/A,,9/15/2000,,,,,N,No,
B22,Gould St. 34.5 kV,,MD,Baltimore City,Withdrawn,BGE,9.9,9.9,9.9,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b22_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,8/11/1999,N/A,N/A,,,,,,,N,No,
B23,Siegfried/Allentown 138kV,Northampton,PA,Northampton,In Service,PPL,115,5,5,2,Capacity,Generation Interconnection,Coal,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b23_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b23_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b23_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,8/21/1999,N/A,N/A,,,,6/10/2001,,6/10/2001,N,No,
B23_W04,Gans 138 kV,Gans 8 & 9,PA,Fayette,In Service,APS,88,88,88,88,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b23_w04_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b23_w04_imp.pdf,Document Posted,,Not Required,N/A,,N/A,,,N/A,N/A,,8/26/1999,N/A,N/A,,,,12/1/2001,,12/1/2001,N,No,
B24,Oak Grove 13.8kV,,MD,Prince George's,Withdrawn,PEPCO,6.8,6.8,6.8,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b24_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,9/7/1999,N/A,N/A,,,,,,,N,No,
B25,Cromby 230kV,,PA,Chester,Withdrawn,PECO,870,870,870,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b25_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b25_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b25_fac.pdf,Document Posted,,Withdrawn,N/A,,,N/A,N/A,,9/20/1999,N/A,N/A,,5/3/2002,,,,,N,No,
B26,Hunlock Creek 66kV,Hunlock Creek 66kV,PA,Luzerne,In Service,UGI,50,50,50,44.7,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b26_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b26_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b26_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/20/1999,N/A,N/A,,,,5/26/2002,,5/26/2002,N,No,
B27,Portland 230kV,,PA,Northampton,Withdrawn,ME,920.5,362,362,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b27_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,11/3/1999,N/A,N/A,,11/6/2000,,,,,N,No,
B28,Muddy Run 230kV,Muddy Run,PA,York,In Service,PECO,160,160,160,160,Capacity,Generation Interconnection,Hydro,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b28_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b28_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b28_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b28_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,11/12/1999,N/A,N/A,,,,8/27/2003,,8/27/2003,N,No,
B28_W07,Backbone Mountain 138 kV,Backbone WF,WV,Tucker,In Service,APS,90,90,18,66,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b28_w07_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b28_w07_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b28_w07_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,11/12/1999,N/A,N/A,,,,5/1/2003,,5/1/2003,N,No,
B28_W08,Mill Run 25 kV,Mill Run WF,PA,Fayette,In Service,APS,15,15,,15,Energy,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b28_w08_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b28_w08_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/b28_w08_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,11/12/1999,N/A,N/A,,,,4/1/2002,,4/1/2002,N,No,
B29,Perryman 230kV/115kV,,MD,Harford,Withdrawn,BGE,750,750,750,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b29_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b29_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,11/15/1999,N/A,N/A,,4/17/2001,,,,,N,No,
B30,Emilie 230kV,Ford Mill,PA,Bucks,In Service,PECO,605,605,605,528,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b30_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b30_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b30_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b30_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,8/26/2003,11/22/1999,N/A,N/A,4/1/2004,,,6/29/2004,,6/29/2004,N,No,
B31,Brunner-West Hempfield 230kV,,PA,Lancaster,Withdrawn,PPL,600,600,600,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b31_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,11/22/1999,N/A,N/A,,10/9/2000,,,,,N,No,
B32,TMI 230kV,,PA,Dauphin,Withdrawn,ME,650,500,500,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b32_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,11/23/1999,N/A,N/A,,12/5/2000,,,,,N,No,
B33,Steelton 230kV,,PA,Dauphin,Withdrawn,PPL,500,500,500,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b33_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b33_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,11/23/1999,N/A,N/A,,12/3/2002,,5/1/2005,,,N,No,
B34,Seward 230kV,"Seward 1 (Hay Road 5,6,7,8)",PA,Westmoreland,In Service,PENELEC,525,525,304,325,Capacity,Generation Interconnection,Other,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b34_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b34_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b34_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b34_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,9/1/2003,11/23/1999,N/A,N/A,3/10/2004,,,6/9/2006,,6/9/2006,N,No,
B35,South Akron 230kV,West Earl,PA,Lancaster,Withdrawn,PPL,313,313,313,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b35_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b35_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b35_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b35_isa.pdf,Document Posted,N/A,,,N/A,N/A,,11/24/1999,N/A,N/A,,3/10/2003,,,,,N,No,
B36,South Akron 230kV,West Earl,PA,Lancaster,Withdrawn,PPL,78,78,78,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b36_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b36imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b35_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/b36_isa.pdf,Document Posted,N/A,,,N/A,N/A,,11/24/1999,N/A,N/A,,3/10/2003,,6/30/2004,,,N,No,
B37,East Greenville 69kV,,PA,Montgomery,Withdrawn,PPL,90,90,90,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b37_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b37_imp.pdf,Document Posted,,Withdrawn,,Withdrawn,N/A,,,N/A,N/A,,11/24/1999,N/A,N/A,,4/9/2002,,,,,N,No,
B38,Elroy 138kV,,PA,Montgomery,Withdrawn,PPL,100,100,100,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/b38_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/b38_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/b38_fac.pdf,Document Posted,N/A,,N/A,,,N/A,N/A,,11/24/1999,N/A,N/A,,1/7/2002,,,,,N,No,
