Queue Number,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim Interconnection Service Agreement,Interim/Interconnection Service Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Queue Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Revised In Service Date,Actual In Service Date,Attachment Type,Alternate Queue,Sliding Queue
AF1-168,Kingsland 26.4 kV I,,NJ,Bergen,Withdrawn,PSEG,4,4,1.68,,Capacity,Generation Interconnection,Solar,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,9/23/2019,N/A,N/A,,10/8/2019,,9/30/2020,,,N,No,
AF1-169,Kingsland 26.4 kV II,,NJ,Bergen,Withdrawn,PSEG,4,4,1.68,,Capacity,Generation Interconnection,Solar,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,9/23/2019,N/A,N/A,,10/8/2019,,9/30/2020,,,N,No,
AF1-170,Springboro-Venango Junction 115 kV,,PA,Crawford,Active,PENELEC,77.5,77.5,46.5,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1170_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1170_imp.pdf,Document Posted,,In Progress,N/A,,N/A,,,N/A,N/A,,9/23/2019,N/A,N/A,,,,2/15/2023,,,N,No,
AF1-171,Jamestown-Hartstown 69 kV,,PA,Crawford,Withdrawn,ATSI,20,20,12,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1171_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1171_imp.pdf,Document Posted,,,N/A,,N/A,,,N/A,N/A,,9/23/2019,N/A,N/A,,12/15/2020,,2/15/2023,,,N,No,
AF1-172,Moshannon-Chapman 230 kV,,PA,Clinton,Withdrawn,PENELEC,250,250,150,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1172_fea.pdf,Document Posted,,,,,N/A,,N/A,,,N/A,N/A,,9/24/2019,N/A,N/A,,3/2/2020,,10/31/2022,,,N,No,
AF1-173,Gretna DP-Shockoe DP 69 kV,,VA,Mecklenburg,Active,Dominion,50,0,13.95,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1173_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1173_imp.pdf,Document Posted,,In Progress,N/A,,N/A,,,N/A,N/A,,9/23/2019,N/A,N/A,,,,12/15/2020,,,N,No,
AF1-174,Newlinville 34.5 kv II,Ch-Goosetown Solar,PA,Chester,Engineering and Procurement,PECO,20,20,12,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1174_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1174_imp.pdf,Document Posted,,Not Required,N/A,Wholesale Market Participation Agreement,https://www.pjm.com/pub/planning/project-queues/wmpa/af1174_wmpa.pdf,https://www.pjm.com/pub/planning/project-queues/csa/af1174_wmpa.pdf,Not Required,N/A,N/A,,9/24/2019,N/A,N/A,,,,6/1/2022,,,N,No,
AF1-175,Donald C Cook-Jackson Road 345 kV,,IN,St. Joseph,Withdrawn,AEP,152,152,91.2,,Capacity,Generation Interconnection,Solar; Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1175_fea.pdf,Document Posted,,,,,N/A,,N/A,,,N/A,N/A,,9/24/2019,N/A,N/A,,4/16/2020,,4/30/2023,,,N,No,
AF1-176,Corey 138 kV,,MI,St. Joseph,Active,AEP,300,300,155.684,,Capacity,Generation Interconnection,Solar; Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1176_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1176_imp.pdf,Document Posted,,In Progress,N/A,,N/A,,,N/A,N/A,,9/24/2019,N/A,N/A,,,,10/31/2022,,,N,No,
AF1-177,Warren 115 kV,Warren Generating Station,PA,Warren,Partially in Service - Under Construction,PENELEC,62,5,5,5,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1177_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1177_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_177_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/1/2023,9/1/2023,7/1/2020,N,No,
AF1-178,Tolna 2 115 kV ,Tolna Unit 2,PA,York,Partially in Service - Under Construction,ME,21.5,1.5,1.5,1.5,Capacity,Generation Interconnection,Oil,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1178_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1178_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_178_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-179,Tolna 1 115 kV,Tolna Unit 1,PA,York,Partially in Service - Under Construction,ME,21,1,1,1,Capacity,Generation Interconnection,Oil,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1179_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1179_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_179_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-180,Titus 4 & 5 69 kV,Titus Generating Station (Titus CT 4 and Titus CT 5),PA,Berks,Partially in Service - Under Construction,ME,38.7,2,2,2,Capacity,Generation Interconnection,Oil,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1180_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1180_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_180_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-181,Shawville 3 230 kV,Shawville Generating Station,PA,Adams,Partially in Service - Under Construction,PENELEC,175,3,3,3,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1181_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1181_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_181_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-182,Shawville 4 230 kV,Shawville Generating Station,PA,Adams,Partially in Service - Under Construction,PENELEC,175,4,4,4,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1182_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1182_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_182_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-183,Shawville 1 230 kV,Shawville Generating Station,PA,Adams,Partially in Service - Under Construction,PENELEC,123,1,1,1,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1183_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1183_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_183_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-184,Shawnee 1 34.5 kv,Shawnee Generating Station (CT 1),PA,Monroe,Partially in Service - Under Construction,ME,21,1,1,1,Capacity,Generation Interconnection,Oil,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1184_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1184_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_184_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-185,Sayreville 1-2-3 230 kV,Sayreville Facility (Raritan River),NJ,Middlesex,In Service,JCPL,171.7,0,5.5,0,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1185_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1185_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_185_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,3/10/2020,3/10/2020,3/10/2020,N,No,
AF1-186,Portland 5 230 kV,Portland Station Unit 5,PA,Northampton,Partially in Service - Under Construction,ME,147.5,6.5,6.5,6.5,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1186_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1186_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_186_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-187,Portland 3 & 4 115 kV,Portland Station Unit 3 and Unit 4,PA,Northampton,Partially in Service - Under Construction,ME,39.8,2,2,2,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1187_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1187_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_187_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-188,Orrtanna 115 kV,Orrtanna Station Unit C1,PA,Adams,Partially in Service - Under Construction,ME,27,1,1,1,Capacity,Generation Interconnection,Oil,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1188_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1188_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_188_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-189,Niles CT A 23 kV,Niles A CT,OH,Trumbull,Partially in Service - Under Construction,ATSI,26.1,1.5,1.5,1.5,Capacity,Generation Interconnection,Oil,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1189_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1189_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_189_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-190,New Castle 4 69 kV,New Castle Generating Station,PA,Lawrence,Partially in Service - Under Construction,ATSI,93,1,1,1,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1190_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1190_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_190_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-191,New Castle 5 138 kV,New Castle Generating Station,PA,Lawrence,Partially in Service - Under Construction,ATSI,145,4,4,4,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1191_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1191_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_191_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-192,Mountain 2 115 kV,Mountain Station Unit C2,PA,Cumberland,Partially in Service - Under Construction,ME,28,1,1,1,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1192_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1192_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_192_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-193,Hunterstown 115 kV,Hunterstown CT Facility ,PA,Adams,Partially in Service - Under Construction,ME,65,4,4,4,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1193_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1193_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_193_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-194,Hamilton CT1 115 kV,Hamilton Station,PA,York,Partially in Service - Under Construction,ME,27,1,1,1,Capacity,Generation Interconnection,Oil,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1194_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1194_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_194_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,9/30/2023,9/30/2023,7/1/2020,N,No,
AF1-195,Gilbert CT9 230 kV,Gilbert Station Unit 9,NJ,Hunterdon,In Service,JCPL,168,0,1,0,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/af1195_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/af1195_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/af1_195_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/25/2019,N/A,N/A,,,,3/10/2020,3/10/2020,3/10/2020,N,No,
